Category, Price of item in category, Quantity of item sold
Furniture,3728.43,9
Technology,1581.48,6
Technology,1916.73,3
Furniture,1685.88,6
Office Supplies,2432.16,5
Technology,3863.88,6
Furniture,2465.82,7
Furniture,1847.52,2
Furniture,2899.89,7
Furniture,2891.7,7
Technology,2016.846,9
Office Supplies,3155.544,7
Technology,3856.14,6
Technology,3524.472,6
Technology,2167.296,4
Technology,2556,6
Technology,1469.25,5
Technology,4448.832,8
Furniture,2036.86,7
Furniture,2472.66,9
Office Supplies,3739.176,8
Furniture,2570.865,11
Technology,9099.93,7
Technology,2875.77,9
Furniture,1741.8,4
Technology,1601.64,5
Office Supplies,3670.8,7
Technology,2973.32,7
Technology,1900.95,5
Office Supplies,1261.33,7
Furniture,4544.1,11
Furniture,1455.12,4
Technology,1943.19,6
Technology,6999.96,4
Office Supplies,9892.74,13
Technology,1695.87,5
Technology,1505.979,6
Technology,1954.17,3
Furniture,2244.48,7
Technology,8399.976,4
Furniture,1628.82,9
Technology,1213.18876,7
Technology,1590.6,5
Technology,2330.64,9
Furniture,3278.5848,8
Technology,3741.5238,7
Furniture,1603.136,4
Furniture,3637.602,10
Office Supplies,2455.88,7
Technology,1024.68,8
Furniture,2807.84,8
Technology,4476.8,4
Technology,2297.96,14
Technology,2671.41,7
Technology,3834,6
Furniture,2054.272,8
Office Supplies,3501.7368,8
Technology,1725.462,3
Technology,1583.7,5
Furniture,1931.04,9
Furniture,2760.345,7
Technology,3078.72,12
Office Supplies,1983.135,7
Furniture,1112.778,3
Technology,3616.5,10
Technology,3059.982,2
Technology,2892.105,5
Technology,3263.4,5
Furniture,2396.2656,4
Furniture,3117.088,13
Technology,4899.93,7
Office Supplies,1888.7,5
Office Supplies,3000.78,6
Office Supplies,3801.63,7
Technology,5211.12,8
Furniture,1356.03,3
Office Supplies,3569.643,7
Technology,1287.45,5
Furniture,2910.0816,8
Furniture,3126.4002,9
Technology,5276.988,9
Technology,2645.376,5
Furniture,1637.01,5
Technology,4499.985,5
Technology,2645.376,5
Technology,2399.6,8
Furniture,3238.305,5
Furniture,2291.814,7
Technology,2124.5,5
Furniture,2757.78,6
Technology,1549.98,6
Technology,2624.985,3
Office Supplies,3146.4,6
Technology,2456.619,11
Furniture,2228.6355,7
Technology,2999.95,5
Office Supplies,4001.04,8
Technology,4876.875,9
Furniture,1788.822,6
Office Supplies,3622.29,7
Furniture,1242.585,5
Technology,4453.05,7
Furniture,2673.36,8
Furniture,2046.195,5
Furniture,5451.3,6
Office Supplies,4535.976,3
Office Supplies,1722.2832,4
Technology,2575.944,7
Office Supplies,1007.424,2
Office Supplies,2934.33,7
Office Supplies,4624.29,9
Office Supplies,1066.446,6
Technology,957.6,4
Office Supplies,4864.32,10
Furniture,2154.9,5
Office Supplies,1433.8395,3
Office Supplies,2784.6,14
Furniture,3063.27,7
Technology,3404.5,5
Office Supplies,1606.23,9
Technology,2044.8,6
Technology,1214.85,3
Technology,1521,4
Office Supplies,2443.905,5
Furniture,1348.704,6
Technology,1141.8,10
Office Supplies,1865.97,9
Technology,6998.64,11
Furniture,1091.25,3
Furniture,1094.22,3
Furniture,1320.624,4
Technology,2555.64,4
Furniture,3498.72,8
Technology,1439.976,4
Technology,2272.86,6
Technology,5211.12,8
Technology,2582.16,4
Technology,3194.55,5
Furniture,1704.996,4
Office Supplies,1538.721,6
Furniture,1381.32,3
Furniture,1181.547,3
Furniture,1696.248,4
Technology,3359.952,6
Office Supplies,4663.736,7
Office Supplies,1237.56,4
Technology,1274.7,2
Office Supplies,3172.14,9
Office Supplies,4305.552,6
Office Supplies,3979.29,7
Furniture,1586.69,7
Technology,2395.2,6
Technology,1259.97,3
Furniture,2058,4
Furniture,2539.8765,7
Furniture,2898.21,7
Technology,1320.0075,5
Furniture,2171.16,8
Technology,4448.223,13
Furniture,1913.4,9
Technology,2300.616,9
Furniture,2615.94,6
Technology,1066.68,3
Furniture,3504.9,5
Technology,2544.6,4
Furniture,3694.68,4
Furniture,2214.849,7
Furniture,1236.48,4
Office Supplies,1805.9,5
Technology,3059.982,3
Technology,1687.8,4
Office Supplies,2715.93,7
Office Supplies,1810.3,5
Technology,2120.5,5
Technology,1275,2
Technology,1593.648,7
Furniture,1114.236,3
Technology,2944.08,5
Office Supplies,3309.2598,7
Furniture,897.48,9
Furniture,2056.05,5
Technology,2365.6592,10
Technology,1336.356,7
Technology,3038.64,8
Office Supplies,2698.65,9
Technology,3799.08,12
Furniture,2756.34,6
Technology,983.88,8
Furniture,1719.807,5
Office Supplies,1421.541,3
Technology,1053.6884,5
Technology,1440.84,8
Furniture,2544.372,6
Office Supplies,2625.12,8
Technology,1554.48,8
Technology,1278,3
Technology,3474.08,8
Technology,2550,6
Office Supplies,1101.48,4
Office Supplies,1016.792,1
Technology,1199.976,3
Technology,934.248,14
Technology,10499.97,3
Technology,3908.88,6
Technology,2142.3,5
Office Supplies,1900.584,6
Office Supplies,1840.68,6
Furniture,2624.04,6
Furniture,3076.5,7
Technology,3181.7718,6
Office Supplies,1392.633,11
Furniture,1296.24,8
Office Supplies,1682.91,3
Technology,1278,3
Technology,2570.76,4
Furniture,2332.96,5
Furniture,1582.2,6
Office Supplies,1801.632,6
Furniture,1512,6
Technology,695.7,2
Technology,2550,4
Technology,2025.36,6
Furniture,2285.7,5
Furniture,1029.2589,9
Technology,1058.2792,5
Technology,5751.54,9
Furniture,2442.069,7
Office Supplies,1190.52,6
Office Supplies,3150.819,7
Technology,1599.9,5
Furniture,2063.4,5
Office Supplies,1269.9,6
Furniture,3274.02,9
Technology,848.32,2
Technology,3080,7
Technology,2847.36,8
Furniture,1725.75,5
Technology,1479.3138,6
Technology,4899.93,7
Technology,1282.23,9
Furniture,2478.6,6
Technology,17499.95,5
Technology,959.76,3
Furniture,1090.782,7
Office Supplies,4135.641,10
Furniture,2325.28,8
Furniture,5486.67,14
Office Supplies,1523.664,8
Technology,1625.2425,3
Technology,1319.96,4
Office Supplies,734.94,4
Furniture,2065.32,12
Furniture,1391.52,8
Furniture,1552.831,7
Office Supplies,2461.06,7
Technology,2939.93,7
Technology,8159.952,8
Technology,1226.19,7
Furniture,1809.255,5
Technology,1863,8
Technology,4548.81,7
Office Supplies,1244.187,7
Furniture,2364.102,4
Technology,1946.313,6
Office Supplies,895.92,5
Office Supplies,2283.714,9
Technology,2549.76,4
Technology,3299.562,14
Office Supplies,2489.4,9
Furniture,3406.664,8
Technology,999.98,2
Furniture,1189.242,9
Technology,2879.952,6
Furniture,1269.6,4
Technology,3499.155,11
Furniture,2993.025,5
Technology,815.949,3
Technology,1245,4
Technology,1027.728,8
Technology,1703.025,5
Office Supplies,1803.0837,11
Furniture,676.485,5
Furniture,969.36,7
Furniture,1637.01,5
Technology,1655.96144,7
Furniture,976.96,4
Furniture,731.34,2
Office Supplies,1239,4
Furniture,1680.606,5
Furniture,2190.75,5
Technology,935.172,4
Office Supplies,1026.96,8
Technology,2550,4
Technology,1224.714,4
Technology,2667.537,5
Technology,2605.92,4
Office Supplies,2962.68,14
Furniture,2664,5
Technology,1513.56,4
Furniture,1233.63,3
Furniture,855.15,1
Technology,956.34,4
Office Supplies,1801.632,6
Furniture,1838.52,5
Technology,4498.83,7
Technology,1824.144,8
Furniture,2344,8
Technology,2043.72,14
Office Supplies,856.8,14
Office Supplies,2509.36,7
Furniture,819.936,2
Furniture,2797.248,6
Office Supplies,1455.08,11
Furniture,2189.0898,6
Furniture,5451.3,6
Technology,1291.08,2
Technology,1526.52,4
Technology,1079.85,3
Furniture,1869.72,6
Furniture,1815.24,7
Technology,959.76,3
Technology,3045.84,7
Technology,2125,5
Technology,976.08,4
Technology,1266.36,4
Furniture,1458.65,5
Furniture,2134.44,4
Technology,4748.436,14
Technology,1867.5,6
Furniture,1001.7,6
Furniture,899.136,4
Office Supplies,663.92,5
Office Supplies,4306.32,8
Office Supplies,899.55,3
Technology,763.92,4
Technology,2544.24,4
Furniture,1136.664,4
Furniture,2301,5
Technology,3908.88,6
Furniture,1951.84,8
Technology,2479.96,4
Office Supplies,2249.16,4
Office Supplies,2528.26,7
Furniture,1461.135,5
Technology,3045.84,7
Furniture,3785.292,6
Technology,1399.93,7
Furniture,2152.956,8
Technology,1244.1,5
Furniture,2226.816,9
Furniture,1586.412,4
Technology,3040,8
Office Supplies,3425.4,6
Office Supplies,1136.94,2
Furniture,677.6352,2
Furniture,731.34,2
Technology,3499.93,7
Technology,1272.72,4
Office Supplies,1856.34,6
Technology,2295,4
Technology,1622.1825,3
Technology,1063.44,7
Technology,3449.88,14
Furniture,585.456,3
Technology,1429.44,4
Furniture,1057.8,2
Furniture,1092.96,3
Furniture,1483,5
Office Supplies,1792.4,5
Furniture,2455.677,7
Technology,1900.44,6
Technology,3712.59,7
Technology,2372.22,9
Technology,5725.35,9
Furniture,2553.18,7
Office Supplies,2003.52,6
Technology,1188.36,4
Technology,2875.095,5
Furniture,2380.5,5
Technology,1619.1,10
Office Supplies,2821.7178,6
Technology,2991.1032,9
Office Supplies,1798.6764,4
Technology,2544.84,4
Furniture,951.72,2
Technology,2575.92,4
Office Supplies,1699.83,3
Furniture,2634.552,8
Furniture,3707.352,11
Furniture,4298.85,5
Office Supplies,3417.48,6
Office Supplies,2080.32,4
Technology,840.6,5
Office Supplies,1369.764,6
Office Supplies,1288.8,10
Furniture,660.69,5
Office Supplies,3234.24,6
Technology,2171.3,5
Technology,2074.734,9
Technology,849.8,2
Furniture,1177.173,3
Technology,2270.34,6
Furniture,2665.62,9
Technology,2863.08,9
Office Supplies,1253.07,5
Office Supplies,3369.24,6
Technology,1464.12,6
Furniture,1273.125,7
Technology,1704.89,11
Technology,1258.7774,5
Furniture,2584.008,7
Technology,1482.39,6
Technology,1274.7,3
Furniture,1604.9,5
Furniture,2818.08,9
Furniture,1046.25,3
Technology,3187.2,5
Furniture,4099.68,10
Office Supplies,703.35,5
Technology,2293.488,8
Technology,1238.6115,9
Furniture,1715.056,7
Office Supplies,1665.62,2
Furniture,2841.66,6
Office Supplies,3399.66,12
Technology,1607.76,6
Technology,840.15,5
Furniture,1236.33,3
Office Supplies,2488.56,8
Office Supplies,1124.256,7
Technology,3999.95,5
Furniture,726.72,3
Technology,2799.96,5
Technology,1519.92,6
Technology,1279.32,4
Furniture,723.3,5
Technology,642.69,1
Furniture,2619,8
Office Supplies,1704.87,6
Technology,1715.91,7
Technology,1278,2
Office Supplies,1234.56,4
Office Supplies,4195.2,8
Furniture,1765.395,5
Furniture,1480.368,3
Technology,2968.98,7
Furniture,2301.138,7
Furniture,1100.52,3
Technology,2518.95,7
Furniture,996.3,5
Technology,1919.976,3
Furniture,922.95,1
Furniture,1850.445,5
Furniture,664.56,6
Technology,1547.1,6
Office Supplies,2190.951,5
Office Supplies,3242.88,9
Technology,2544.6,4
Technology,2605.56,4
Office Supplies,1271.457,11
Furniture,876.3,10
Technology,1207.56,4
Furniture,2051.1,5
Technology,2544.24,6
Furniture,1421.664,8
Furniture,1314.45,3
Technology,3991.98,2
Furniture,980.32,2
Technology,1799.97,5
Furniture,2470.5,6
Technology,1499.95,5
Furniture,877.02,2
Furniture,1618.37,13
Technology,1917.36,6
Technology,2173.5,7
Office Supplies,1927.59,7
Office Supplies,1799.1,6
Furniture,1814.25,5
Office Supplies,1293.675,5
Office Supplies,2477.55,5
Technology,1399.944,7
Technology,723.3,2
Technology,2097.12,8
Office Supplies,1350.12,6
Office Supplies,3242.88,6
Furniture,1044.63,5
Office Supplies,1793.98,2
Furniture,597.36,4
Office Supplies,3955.14,14
Furniture,796.824,6
Technology,2305.26,9
Furniture,2833.76,10
Office Supplies,2077.32,4
Furniture,1916.88,7
Furniture,1212.5,5
Furniture,2404.704,6
Technology,1622.565,3
Technology,856.44,6
Furniture,2887.056,9
Furniture,1361.043,9
Technology,3391.74,9
Technology,2375.296,7
Furniture,889.02,6
Furniture,1782.48,4
Technology,667.7685,3
Technology,1612.845,5
Office Supplies,845.208,7
Office Supplies,2799.63,9
Office Supplies,1549.1286,6
Technology,1696.4,4
Office Supplies,935.5,5
Technology,2036.8125,9
Technology,980.52,4
Technology,1654.644,8
Office Supplies,1525.188,6
Furniture,2063.7684,6
Technology,1457.28,8
Technology,1693.23,7
Office Supplies,4164.05,5
Furniture,1411.2,6
Office Supplies,2039.796,4
Technology,5737.5,9
Technology,1641.087,7
Furniture,1380.9,5
Technology,1917,3
Furniture,823.5,2
Furniture,872.32,4
Technology,3180.75,5
Technology,2910.1875,11
Furniture,2348.82,9
Office Supplies,1924.16,8
Technology,910.35,5
Furniture,856.68,2
Furniture,1731.072,7
Technology,1330.992,12
Furniture,2573.82,9
Technology,1914.08,14
Technology,3393.12,8
Furniture,1079.316,6
Technology,1446.6,4
Furniture,3272.01,7
Office Supplies,3386.859,7
Technology,728.532,7
Office Supplies,2498.526,9
Technology,2575.92,4
Furniture,2546.46,7
Furniture,2888.76,7
Technology,1031.4,4
Technology,1237.44,8
Technology,1018.32,4
Office Supplies,600.6,13
Furniture,2756.943,7
Office Supplies,1534.869,3
Technology,1781.136,8
Technology,6439.8,10
Technology,1363.2,8
Furniture,3315.27,7
Furniture,1266.86,7
Technology,2123.028,8
Technology,2478.84,7
Office Supplies,1894.536,4
Office Supplies,1006.056,3
Technology,5399.91,9
Technology,1317.9,5
Technology,1350.09,7
Technology,1839.18,7
Technology,2799.96,5
Technology,1908.18,3
Technology,1264.466,5
Office Supplies,3930.072,3
Technology,965.16,7
Office Supplies,748.116,4
Furniture,943.866,7
Furniture,1447.44,4
Technology,1552.5,6
Technology,1999.96,5
Office Supplies,2405.2,8
Furniture,1212.96,7
Furniture,919.26,3
Technology,3045.84,7
Technology,766.872,2
Furniture,2880.18,6
Office Supplies,1403.36,4
Office Supplies,1819.104,6
Technology,2249.91,9
Furniture,2018.331,9
Furniture,2065.5,5
Technology,1274.16,4
Furniture,2485.62,6
Office Supplies,1560.24,3
Technology,3271.2,5
Furniture,751.488,3
Technology,2120.8,5
Technology,2102.832,8
Technology,820.488,8
Furniture,2803.92,5
Technology,1718.172,6
Office Supplies,553.44,8
Furniture,2794.2525,5
Furniture,1242.54,3
Technology,1626.192,9
Technology,1274.7,2
Technology,1553.76,6
Furniture,2205.568,8
Office Supplies,2690.97,3
Technology,3227.7,5
Furniture,1395,3
Furniture,2291.835,7
Furniture,1660.8,4
Furniture,2436.672,4
Furniture,899.43,5
Furniture,954.6,10
Office Supplies,1903,5
Furniture,2621.322,11
Technology,1590.9,5
Furniture,1467.36,4
Furniture,1091.2806,3
Technology,2014.3632,8
Furniture,3877.68,8
Furniture,1673.184,12
Furniture,3083.43,7
Technology,2863.35,5
Furniture,2841.66,8
Technology,765.459,3
Office Supplies,1887.84,4
Technology,742.336,8
Office Supplies,795.408,6
Office Supplies,1801.6,5
Technology,779.28,5
Technology,613.26,2
Technology,979.95,5
Furniture,1837.56,4
Office Supplies,3979.29,7
Technology,1349.85,3
Technology,1198.2986,5
Furniture,3393.68,8
Furniture,1864.215,5
Furniture,1142.64,6
Furniture,1630.8,5
Technology,1172.664,6
Technology,2021.88,14
Furniture,836.928,4
Technology,1302.78,2
Office Supplies,2243.88,4
Technology,1221.561,11
Office Supplies,1609.29,3
Technology,1596.51,6
Furniture,975.92,4
Technology,2018.88,12
Technology,1885.32,6
Furniture,3119.34,7
Furniture,1964.25,6
Furniture,1202.94,3
Furniture,1653.804,6
Technology,621,2
Technology,2673.81,9
Furniture,1307.97,3
Technology,1145.232,3
Furniture,1504.52,4
Technology,1902.10816,8
Technology,1913.4,10
Furniture,1854.72,4
Furniture,2958.984,7
Office Supplies,810.72,3
Furniture,2953.584,8
Office Supplies,2593.8,5
Office Supplies,2051.013,5
Office Supplies,2504.74,7
Technology,1318.65,5
Technology,1120.77,9
Technology,1983.968,4
Office Supplies,3044.8,8
Furniture,656.856,2
Technology,2518.95,7
Furniture,1669.248,12
Furniture,2476.08,6
Technology,1687.8,4
Technology,1302.78,2
Furniture,2125.32,4
Technology,1954.44,3
Technology,856.92,2
Technology,3696.0315,7
Technology,1302.96,2
Furniture,1136.664,6
Technology,1043.9304,8
Technology,1720.116,6
Technology,1253.76,4
Office Supplies,2180.244,11
Technology,1306.467,6
Office Supplies,1704.96,12
Office Supplies,1633.14,9
Furniture,775.536,3
Furniture,2012.049,6
Technology,2166.8976,4
Technology,3271.2,5
Technology,755.80536,3
Furniture,2182.68,6
Technology,1285.56,2
Technology,1479.36,12
Furniture,740.184,3
Technology,1533.15,5
Furniture,2563.92,8
Technology,2897.91,5
Office Supplies,1582.11,6
Furniture,1497.666,2
Technology,2616.96,6
Furniture,1399.113,3
Technology,3421.71,9
Technology,1322.93,7
Technology,820.08,9
Furniture,2678.94,6
Furniture,1198.56,8
Furniture,1832.607,3
Furniture,1857.06,5
Furniture,1752.6,4
Furniture,1850.46,2
Furniture,2337.15,5
Furniture,788.4,4
Technology,715.53,5
Furniture,1478.272,8
Furniture,3094.56,6
Technology,882.0324,9
Technology,959.984,2
Furniture,953.82,3
Furniture,2871.54,7
Technology,2544.6,4
Technology,886.1412,4
Technology,473.847,5
Technology,1767.6,12
Furniture,780.608,4
Furniture,892.136,7
Office Supplies,2711.7,5
Office Supplies,2111.97,7
Furniture,1189.2825,9
Technology,1908.45,3
Office Supplies,1793.98,2
Office Supplies,909.12,8
Furniture,1854.9297,9
Technology,924.66,3
Furniture,1760.43,5
Technology,827.28,6
Office Supplies,1510.96,5
Technology,2098.32,8
Furniture,1938.24,4
Technology,803.52,5
Furniture,1391.76,3
Office Supplies,942.784,4
Office Supplies,952.29,5
Furniture,2927.28,8
Technology,1619.91,9
Technology,1999.96,4
Office Supplies,2117.22,14
Technology,799.984,2
Furniture,2747.7,6
Furniture,1014.72,7
Technology,1591.56,12
Technology,533.22,3
Technology,2124.5,5
Office Supplies,1053.8676,6
Office Supplies,1087.936,8
Technology,1248.84,4
Furniture,2040.92,7
Office Supplies,1068.714,6
Furniture,875.22,3
Technology,1403.082,6
Furniture,1743.96,4
Technology,1071.84,4
Technology,925.02,5
Furniture,1682.748,9
Furniture,1944.9,5
Technology,3040.8,8
Technology,1799.994,2
Technology,1003.34928,4
Furniture,825.174,9
Office Supplies,808.731,7
Technology,2764.3275,11
Furniture,2563.056,8
Furniture,457.14,1
Technology,599.98,2
Technology,1933.2,8
Furniture,704.052,2
Office Supplies,1355.13,5
Furniture,1198.33,10
Technology,1295.84,4
Furniture,2819.52,6
Technology,2571.12,4
Technology,976.08,4
Technology,607.32,4
Furniture,1159.056,9
Technology,1649.95,5
Furniture,1697.584,7
Furniture,2063.4,5
Technology,632.043,6
Furniture,2906.4,7
Furniture,2572.74,3
Office Supplies,2022.272,8
Office Supplies,1583.82,3
Furniture,2003.92,5
Office Supplies,826.11,3
Furniture,1656.72,4
Technology,2015.496,7
Technology,2219.184,8
Technology,2533.92,8
Furniture,1410.4,5
Furniture,1773.72,5
Technology,1377.9,10
Technology,2582.16,6
Furniture,589.41,5
Technology,1257.456,8
Technology,1294.75,5
Furniture,2429.44,8
Technology,1439.92,8
Furniture,977.022,3
Furniture,2891.7,7
Office Supplies,901.95,3
Technology,2042.82,6
Technology,997.8004,5
Technology,1411.344,9
Furniture,1647,4
Technology,972.567,3
Furniture,1313.712,4
Technology,1273.56,4
Technology,1908.18,3
Furniture,1256.22,6
Furniture,2398.374,11
Technology,680.28,4
Technology,964.08,3
Technology,5199.96,4
Technology,1709.235,5
Furniture,929.34,2
Technology,1119.888,14
Technology,1799.97,3
Technology,2383.857,7
Technology,1891.5,5
Office Supplies,912.24,3
Technology,947.22176,4
Furniture,1983.015,5
Technology,2146.6,5
Technology,2879.82,9
Furniture,1622.01,5
Office Supplies,1503.684,6
Furniture,1454.9,5
Office Supplies,893.5614,2
Furniture,1143.44,2
Technology,2280.6,6
Office Supplies,1401.84,4
Technology,2088.24,8
Furniture,2194.53,13
Office Supplies,1527.12,8
Office Supplies,972.615,7
Technology,794.7,3
Furniture,2761.2,6
Furniture,3312.24,8
Furniture,825.792,4
Office Supplies,538.194,2
Technology,3180.3,5
Furniture,1860,4
Technology,2582.16,4
Technology,881.1,5
Technology,1622.1825,3
Technology,1677.186,6
Technology,1001.88,6
Technology,2519.958,7
Office Supplies,554.526,2
Technology,2120.8,5
Technology,1531.2,10
Technology,1572.84,6
Furniture,1236.33,3
Technology,3023.928,9
Technology,759.66,2
Furniture,2951.991,9
Furniture,1282.41,5
Furniture,627.276,2
Furniture,756.8,5
Technology,553.92,4
Technology,3873.24,6
Technology,791.19,3
Furniture,2470.5,6
Technology,2120.7,5
Furniture,759.06,6
Office Supplies,1581.03,3
Technology,1161.1971,7
Technology,642.72,2
Technology,1308.48,3
Furniture,3547.44,8
Furniture,724.8,2
Furniture,1487.04,5
Furniture,803.52,9
Technology,839.988,2
Furniture,1011.696,7
Furniture,2419.2,7
Office Supplies,803.04,5
Furniture,1773.72,6
Technology,777.24,4
Technology,1893.3,5
Office Supplies,689.094,14
Technology,737.91,6
Technology,2570.76,4
Technology,1199.76,4
Technology,3216.24,9
Furniture,1274.24,5
Office Supplies,2145.72,4
Office Supplies,895.92,5
Furniture,882.15,5
Office Supplies,2793.528,9
Office Supplies,895.05,5
Technology,1570.176,4
Furniture,2614.689,7
Office Supplies,569.536,4
Technology,636.78,2
Furniture,2751.2,10
Technology,1587.0015,3
Furniture,1037.7096,8
Technology,2279.96,4
Technology,1487.4,10
Furniture,908.608,4
Furniture,1241.001,3
Furniture,1121.688,9
Furniture,1838.52,4
Furniture,899.136,4
Technology,783.96,5
Furniture,2605.392,9
Furniture,803.52,9
Furniture,584.2,2
Office Supplies,1679.616,9
Furniture,1148.7825,3
Furniture,681.72,4
Furniture,3633.9,10
Office Supplies,1229.6865,7
Furniture,2637,6
Technology,1764.165,13
Technology,757.32,2
Furniture,3720,8
Technology,985.2,8
Furniture,2367.954,6
Office Supplies,837.864,3
Furniture,824.22,2
Technology,723.66,7
Office Supplies,4618.215,9
Furniture,1212.56,5
Technology,1299.99,2
Office Supplies,1075.44,3
Technology,883.95,4
Office Supplies,1209.84,5
Technology,1926.72,8
Technology,703.71,6
Furniture,804.768,3
Office Supplies,470.112,4
Furniture,1447.44,4
Furniture,1028.16,8
Technology,1519.32,4
Furniture,935.172,7
Technology,3256.95,5
Furniture,952.722,9
Technology,2968.7,7
Furniture,2584.386,7
Technology,891.756,4
Technology,1134.81,9
Office Supplies,634.8,5
Office Supplies,722.36,2
Furniture,491.136,2
Furniture,2842.83,9
Technology,642.72,2
Furniture,947.22,5
Furniture,2076,5
Office Supplies,1309.203,7
Furniture,2266.1475,5
Technology,1081.71,2
Office Supplies,3606.336,8
Office Supplies,2367.36,5
Technology,1113.264,6
Technology,1285.44,4
Furniture,1718.1,2
Office Supplies,544.38,3
Furniture,1971.675,5
Technology,578.238,4
Office Supplies,900.08,4
Technology,755.0868,3
Office Supplies,714.3,5
Furniture,510.24,3
Technology,498.36,6
Technology,2069.55,7
Furniture,1836,4
Furniture,1001.7,6
Technology,624.42,2
Technology,859.68,8
Furniture,750.195,5
Office Supplies,1269.9,6
Office Supplies,535.653,3
Furniture,2182.68,6
Office Supplies,1181.88,6
Furniture,2614.689,7
Office Supplies,1429.05,7
Office Supplies,826,5
Technology,1431.3375,3
Technology,959.984,2
Technology,3407.94,9
Technology,752.21256,3
Technology,1584.387,3
Technology,2548.56,6
Technology,781.02,3
Furniture,1559.16,4
Technology,771.228,2
Furniture,967.32,6
Furniture,1241.001,3
Office Supplies,3266.376,3
Office Supplies,1352.376,3
Technology,1508.04,4
Technology,738.63,6
Office Supplies,694.47,7
Furniture,874.02,7
Technology,629.958,7
Technology,2396.4,10
Furniture,3709.26,9
Office Supplies,1245.86,7
Technology,528.93,2
Furniture,1828.35,5
Furniture,1487.808,4
Technology,1029.6,8
Office Supplies,1317.3096,8
Office Supplies,1987.32,4
Furniture,1471.1157,3
Office Supplies,3028.8,8
Furniture,1713.096,4
Furniture,1245.861,3
Furniture,2266.1475,5
Office Supplies,886.221,7
Technology,2683.8,7
Technology,2752.8525,9
Technology,1629.756,6
Furniture,1070.685,3
Furniture,1444.548,4
Furniture,907.011,7
Furniture,2147.6,7
Furniture,822.42,2
Technology,1921.968,6
Technology,1563.552,6
Furniture,704.9,5
Furniture,1378.17,3
Furniture,1196.86,7
Technology,2453.04,8
Technology,1007.979,3
Office Supplies,1332.639,11
Office Supplies,2147.46,7
Furniture,759.78,5
Furniture,637.896,3
Technology,512.568,4
Technology,2605.56,4
Technology,865.9,5
Technology,2605.92,4
Furniture,1111.725,3
Furniture,778.5,2
Technology,1035.3,5
Furniture,915.68,10
Technology,2198.7,7
Technology,1272.12,2
Technology,1207.67296,8
Furniture,1821.6,5
Office Supplies,1325.85,5
Furniture,535.8,2
Technology,954.54,3
Office Supplies,816.72,4
Office Supplies,1754.298,7
Technology,683.988,2
Technology,721.8534,3
Technology,1770.2524,7
Technology,1922.3379,7
Technology,636.21,1
Furniture,5759.964,14
Technology,579.95,5
Furniture,868.95,5
Technology,2003.168,4
Technology,1227.57992,7
Furniture,1620.3,10
Technology,2399.96,5
Technology,1169.694,3
Furniture,3048.15,7
Furniture,914.28,2
Furniture,1232.28,3
Technology,709.69776,3
Furniture,1219.04,5
Office Supplies,1993.08,6
Furniture,1819.86,14
Office Supplies,559.62,9
Office Supplies,595.17,5
Office Supplies,1781.19,9
Furniture,2289.75,5
Furniture,2070.15,5
Furniture,780.6912,8
Technology,1157.58,6
Technology,1513.56,4
Furniture,911.574,6
Furniture,1058.022,7
Furniture,1094.22,6
Technology,2472.6933,7
Furniture,4404.9,5
Furniture,1570.6,5
Furniture,2019.6,12
